id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source,competences_extraites,latitude,longitude
205DXDG,Senior Data Scientist W/M/Nb (H/F),Non précisé,69 - LYON 03,69003.0,CDI,Non précisé,4 An(s) - en science des données,"Adapter les outils de traitement statistique de données, Conduire des travaux d'études et de recherche, Définir et faire évoluer des procédés de traitement de l'information, Solides compétences en Python , Connaissances Looker Studio, Tableau ou similaires, Connaissance des modèls de jeu vidéo, Maitrise BigQuery, dbt, Maîtrise approfondie du langage SQL","En tant que Senior Data Scientist, vous serez au cœur de notre processus décisionnel basé sur les données.
Vous utiliserez l'apprentissage automatique pour prévoir le comportement des joueurs, en particulier leur valeur à long terme, et vous créerez des
outils et des tableaux de bord qui donneront vie à nos données sur les jeux et l'acquisition d'utilisateurs. Vous travaillerez en étroite collaboration avec les concepteurs de jeux et les responsables marketing, en les aidant à prendre des décisions plus éclairées basées sur les données.
Vous serez chargé(e) de :
* Développer et maintenir des modèles d'apprentissage automatique pour prédire la valeur à vie, le taux de désabonnement et la segmentation des joueurs
* Collaborer avec l'équipe d'acquisition d'utilisateurs afin d'optimiser les dépenses d'acquisition et d'améliorer les prédictions du ROAS à l'aide des informations fournies par les modèles
* Collaborer avec les concepteurs de jeux pour analyser les données de gameplay, identifier les possibilités d'amélioration et soutenir les tests A/B et l'itération des fonctionnalités
* Créer des tableaux de bord et des rapports intuitifs et exploitables, à l'aide de Looker Studio ou d'un outil similaire, afin de mettre en évidence les informations clés au sein de l'entreprise
* Concevoir et interpréter des expériences pour valider des hypothèses et mesurer l'impact des fonctionnalités
* Contribuer à définir et à améliorer la couche de modélisation des données, à l'aide de dbt et BigQuery, afin de soutenir les cas d'utilisation de l'analyse et du ML.

Votre profil
Vous avez :
- Plus de 4 ans d'expérience en science des données, avec de solides bases en apprentissage automatique et en modélisation statistique.
- Une expérience dans la prédiction de la valeur vie client (LTV), la modélisation de la fidélisation ou des applications similaires dans le domaine des jeux vidéo, des produits numériques destinés aux consommateurs ou des applications mobiles.
- Une maîtrise approfo",2026-03-10,https://candidat.francetravail.fr/offres/recherche/detail/205DXDG,France Travail,"dbt, looker, modélisation",48.833,2.3899
206PBCY,Ml Engineer Confirmé (H/F),MYRIAD,92 - NEUILLY SUR SEINE,92200.0,CDI,Annuel de 55000.0 Euros à 60000.0 Euros sur 12.0 mois,3 An(s),"Adapter les outils de traitement statistique de données, Conduire des travaux d'études et de recherche, Définir et faire évoluer des procédés de traitement de l'information","Consultant ML Engineer Confirmé

Contexte :
Myriad Data  une ESN crée en 2016, basée à Neuilly sur seine et spécialisée en Intelligence Arficielle . Nous recherchons pour notre client, groupe leader dans le domanaine de l'audiovisuel,  un consultant ML Engineer confirmé  pour une durée de 4 ans.
La Direction Technique de notre client, mène des projets transverses en étroite collaboration avec les autres directions, notamment la direction Data. 
La Direction Data, au sein de la Direction du Numérique, a été créée avec la volonté de faire de la Data un levier de croissance des offres numériques avec 3 grandes missions : 
- maximiser la collecte de données tout en respectant les réglementations en vigueur, 
- développer la connaissance et l'expérience utilisateur 
- mettre à disposition auprès des équipes internes des outils de pilotage et d'aide à la décision.  
Afin d'améliorer la personnalisation de l'expérience utilisateurs, notre client souhaite créer une équipe dédiée, travaillant sur des sujets de recommandation et de machine learning en production. 
Cette équipe est composée d'un Product Owner, un Data Scientist, un lead ML ingénieur et un ML ingénieur.
La stack technique est basée sur Google Cloud et constituée de Python, Vertex AI, BigQuery, Cloud Run et Airflow pour l'orchestration des traitements. La stack inclut aussi d'autres services de la Google Cloud Platform. 
Prestations attendues :
1. Créer un premier cas d'usage en lien avec la personnalisation de l'expérience utilisateur 
2. Déployer ce projet et AB tester en production 
3. Mettre en place un monitoring et un contrôle des performances
En interaction avec les membres de l'équipe, la prestation consiste à :
- Concevoir, construire et maintenir des pipelines ML robustes et scalables de la collecte des données à l'exposition des modèles via des API Rest 
- Organiser et structurer le stockage des données 
- Assurer l'évolutivité, la sécurité, la stabilité des environnements 
- Mettre en place et mainte",2026-04-07,https://candidat.francetravail.fr/offres/recherche/detail/206PBCY,France Travail,"python, airflow, google cloud, machine learning, api",48.8295,2.3781
206SWHV,Chef(Fe) De Projet Data & Smart Territoires (H/F),SYNDICAT MIXTE OUVERT VAL DE LOIRE NUMER,37 - TOURS,37000.0,CDI,Non précisé,Débutant accepté,"Adapter les outils de traitement statistique de données, Analyser des données pour soutenir des décisions stratégiques, Analyser et traiter l'information à des fins d'anticipation, Lire et interpréter des données et documents techniques, au besoin en anglais, Mobiliser des données massives pour éclairer les prises de décisions, Traduire les demandes de l'entreprise en solutions techniques, Utiliser l'anglais en contexte professionnel","Au sein du SMO, sous la responsabilité du Directeur Technique, il/elle aura pour mission de proposer
et de mettre en œuvre les projets et actions relatifs à la collecte, à l;hébergement, à la sécurisation et
au traitement des données inhérentes à ces trois projets.
Les activités vont de l'écoute et la prise en compte des besoins des utilisateurs de ces différents
réseaux en matière de données, à la rédaction de cahiers de charges ou au développement de
solutions en passant par l'accompagnement à la transformation numérique induite par la mise en
œuvre de ces solutions.

Il/Elle participera aux échanges réguliers avec les équipes internes du Syndicat, les prestataires
titulaires de marchés publics ou les partenaires par exemple dans le cadre du projet de
développement de territoires connectés et durables.


Poste ouvert aux fonctionnaires mais possibilité de recourir aux contractuels en CDD",2026-04-10,https://candidat.francetravail.fr/offres/recherche/detail/206SWHV,France Travail,,19.4285,-99.1979
206GZXP,Ingénieur-E Données (H/F),RENNES METROPOLE,35 - RENNES CEDEX 2,35000.0,CDI,Mensuel de 2900.0 Euros à 3300.0 Euros sur 12.0 mois,Débutant accepté,"Analyse de données expérimentales, Big data Analytics, Business Intelligence (BI) - Informatique décisionnelle, Data engineer, Mastère spécialisé expert en sciences des données, Modélisation et simulation, Modélisation statistique, Programmation en Python, Utilisation de logiciels statistiques, Adapter les outils de traitement statistique de données, Définir et faire évoluer des procédés de traitement de l'information, Analyser des données pour soutenir des décisions stratégiques, Analyser et traiter l'information à des fins d'anticipation, Argumenter et anticiper les objections, Assurer le suivi de la qualité des données, Concevoir des modèles théoriques (calcul, simulation, modélisation), Définir les solutions de stockage et de structuration des données, Déterminer l'opportunité de l'intégration d'outils d'intelligence artificielle et de data science dans le modèle d'affaires, Etablir des prévisions, des évaluations, des recommandations, des perspectives, Exploiter des solutions de Data Science ou d'Intelligence Artificielle, Gérer des données massives, Mettre en place des outils d'aide à la décision, Mobiliser des données massives pour éclairer les prises de décisions, Réaliser une analyse ou modélisation statistique de données, Réaliser un modèle de prévision, Structurer, synthétiser des informations, Utiliser des logiciels spécifiques, Langage de programmation R","Au sein de la direction Données, Transition Écologique et Ressources, le service Données Territoriales et Information Géographique soutient le développement des usages des données dans les politiques publiques. L'unité Accompagnement des Métiers met à disposition des services de la collectivité une équipe pluridisciplinaire pour les accompagner dans la prise en main, l'usage et la valorisation de leurs données.
Le  poste d'ingénieur-e données vise à accompagner les services de la collectivité dans la conception et la réalisation de valorisations de données à des fins de pilotage de politiques publiques, notamment en contribution à la transition écologique. Il propose un accompagnement personnalisé et de proximité tout au long du projet et en assure le suivi régulier.

Vos principales missions :
- Piloter des projets de valorisation des données. Jouant un rôle de conseil de proximité, vous accompagnez les services demandeurs dans la définition de leurs besoins, dans leur montée en compétences, rédigez les spécifications techniques et fonctionnelles en lien avec les équipes « Données & Référentiels » et « Plateformes & Applications », pilotez les tests, assurez la livraison des solutions, réalisez les bilans de fin de projet et proposez un suivi des actualités du service accompagné.
- Analyser, exploiter et valoriser la donnée. Vous mettez en œuvre la collecte des données, leur intégration, leur modélisation et leur visualisation. Vous formalisez les résultats des analyses et assurez la définition des procédures pour leur industrialisation.
- Être garant de la cohérence du système de données de Rennes Métropole et de sa bonne gestion. Vous participez à la documentation du cycle de vie des données, du catalogage, de l'interopérabilité, de l'industrialisation et de la qualité des données de la collectivité.",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GZXP,France Travail,modélisation,48.8246,2.4107
206CYZF,Chargé-E D'Études En Accidentologie (H/F),CEREMA,33 - ST MEDARD EN JALLES,33160.0,CDD,Mensuel de 2715.0 Euros sur 12.0 mois,Débutant accepté,,"Le département Mobilités, 38 agents, exerce dans tous les secteurs du domaine Mobilité : espace publics et voirie urbaine, sécurité des déplacements, politiques et services, connaissance, modélisation et évaluation, systèmes de transports intelligents, mobilités connectées.

Le présent poste se situe au sein du groupe Sécurité des Déplacements et des Infrastructures. Il aborde la Sécurité des Déplacements avec une expertise data et d'animation. Il comprend l'administration de la base nationale des accidents corporels avec l'Observatoire National Interministériel de la Sécurité Routière (ONISR) de la Délégation à la Sécurité Routière du Ministère de l'Intérieur.

Les interventions sont multiples : études, expertises, AMO, méthodologie, productions de données, animation de réseau, formations, participation aux projets nationaux du Cerema.

Missions du poste :
Le(la) chargé-e d'études vient renforcer le pôle Data du groupe SDI dont les missions sont :
- La réalisation d'études approfondies en Sécurité Routière (SR) incluant de la préparation de données, des analyses détaillées et la rédaction de rapports d'étude.
- La mise au point et le maintien opérationnel de développements informatiques de préparation et d'analyse de données en R, SQL et/ou sur Dataiku.
- La production et l'analyse de rapports SAP/BI.
- La réalisation d'analyses pour le bilan annuel de l'accidentalité et le bilan annuel des infractions de l'ONISR.
- La production d'indicateurs de la qualité de la base de données des accidents corporels de la circulation.
- La contribution ponctuelle en soutien à des études réalisées par les autres agents du groupe SDI pour le compte des services de l'État, des autorités organisatrices de la mobilité et des collectivités locales.
L'agent recruté participera à une partie de ces missions en fonction des besoins et de l'avancement des projets.

Liaison hiérarchique :
- Posté sous l'autorité hiérarchique du responsable du groupe « Sécurité des Déplacements et des Infras",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CYZF,France Travail,"r, sql, modélisation",48.8383,2.3699
206KKWY,Chargé De Traitement Des Données Et Référent Uness (H/F),SORBONNE UNIVERSITE,75 - Paris 12e Arrondissement,75012.0,CDD,Non précisé,Débutant accepté,"Adapter les outils de traitement statistique de données, Définir et faire évoluer des procédés de traitement de l'information, Capacité à schématiser, Capacité à gérer les situations urgentes, Organisation et rigueur, Capacité rédactionnelle, Organisation / fonctionnement recherche et ens.sup, Réglementation applicable à son domaine d’activité","La faculté de santé Sorbonne Université assure l'enseignement des études médicales : du PASS au 3e cycle incluant DES, DESC et la thèse d'exercice et près de 300 DU et DIU. Elle forme les sages-femmes mais aussi des formations paramédicales : l'orthophonie, la psychomotricité et l'orthoptie.
Elle prend une part majeure dans le processus d'universitarisation en accueillant des étudiants des IFSI, podologie et ergothérapie.
La direction des Formations en Santé de Sorbonne Université, a en charge la coordination et la gestion des scolarités des différentes formations initiales de la faculté de santé, de la vie étudiante, de l'insertion et de l'orientation professionnelle et de la formation continue. Elle garantit la conformité réglementaire, l'harmonisation et la coordination des étapes administratives des différents cycles des études.

Fonctions : Chargé de traitement des données et Référent UNESS de la faculté de santé
Catégorie : A
Corps : ASI 
BAP : J : Gestion administrative et E : Statistique
Localisation : 27, rue Chaligny, 75012 Paris

Mission : Le chargé de traitement des données et référent UNESS est en charge des traitements des données issues des enquêtes et résultats aux examens et du suivi de l'outil applicatif UNESS. Ill assiste les usagers dans l'utilisation et l'appropriation de l'outil et participe à quelques activités à savoir la rédaction de tutoriels.

Activités principales :
- Traitement des données relatives aux études de santé
- Assistance fonctionnelle dans l'utilisation de l'outil applicatif de l'UNESS
- Gestion des examens sur la plateforme : Paramétrage et post traitement
- Informe les usagers lors de nouvelles mises en place ou évolutions
- Assure la formation des usagers
- Rédige les tutoriels sur les outils applicatifs.",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/206KKWY,France Travail,,48.8414,2.3675
205TPNT,Chargé-E D'Études « Modélisation Hydraulique» (H/F),DIRECTION TERRITORIALE EST - Nancy,54 - Tomblaine,54510.0,CDD,Non précisé,Débutant accepté,"Adapter les outils de traitement statistique de données, Définir et faire évoluer des procédés de traitement de l'information","Généralités / Contexte du poste - 1000 caractères maximum

Le groupe Eau Risques et Aménagement (ERA - 8A/A+, 6B/B+) de l'Agence de Nancy Cerema Est, est organisé en deux activités principales dont les missions concernent la prévention des risques naturels et la gestion de l'eau en ville.

Le-la chargé d'études «Modélisation hydraulique» assure la réalisation d'études et missions d'assistance technique pour le compte des services de l'État (DREAL, DDT,Préfecture) ou des collectivités dans les domaines de la prévention des inondations (caractérisation de l'aléa inondation, ralentissement des écoulements , appui aux services de prévision des crues...)

Il-elle est à l'interface entre les études techniques et la mise en œuvre des politiques au sens large (prévision, prévention et protection).

Finalités / Missions du poste - 1000 caractères maximum

Analyser des données, produire des modèles hydrauliques, des cartes, des rapports pour le compte des services déconcentrés et des collectivités, en particulier sur la prise en compte des risques naturels dans l'aménagement (élaboration PPR, .)
    - Modélisation de la Moselle amont 
    - Modélisation des Nieds


Liaison hiérarchique - 1000 caractères maximum

Positionnement dans la structure :
Sous la responsabilité du-de la Chef de groupe.

Relations internes et externes :
-Travail en liaison avec les autres groupes de la DTer Est, ainsi que l'ensemble des équipes du Cerema,
- Liens étroits avec les services de l'État (DREAL, DDT) ; échanges avec des partenaires extérieurs (Météo France, IGN)





Spécificités / Conditions - 1000 caractères maximum

Conditions matérielles : 

-Temps de travail : Règlement intérieur du Cerema
-Télétravail : 2 jours par semaine possibles
- Poste de travail : PC / Bureau, équipé géomatique avec processeur renforcé pour les moyens de calcul
- Déplacements : fréquents sur la zone d'action (Grand Est), peu fréquents au niveau national
-Contraintes spécifiques : Respect du règlement intérieur Ce",2026-03-20,https://candidat.francetravail.fr/offres/recherche/detail/205TPNT,France Travail,modélisation,48.8321,2.3891
1446472,Data Scientist (H/F),Non précisé,92 - Hauts-de-Seine,,CDI,Non précisé,Débutant accepté,,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Wavestone recherche actuellement des profils :
Description de l'entreprise
Rejoignez un cabinet de conseil international qui accompagne les grandes transformations stratégiques.
Nous sommes Wavestone : des expert·es passionné·es et orienté·es solutions, qui placent l'humain au cœur de la performance et de la croissance. Ambitieux·ses et en pleine expansion, nous développons sans cesse notre portefeuille de clients et de projets, avec une portée internationale et une réelle volonté de générer un impact positif.
Êtes-vous un vrai team player, porté par des valeurs fortes ? Êtes-vous curieux·se et déterminé·e, avec l'envie d'apprendre chaque jour ? Êtes-vous du genre à relever les défis sans hésiter ? Alors vous êtes au bon endroit. Rejoignez Wavestone et exprimez votre potentiel dans un environnement stimulant et collaboratif, où l'on transforme les défis d'aujourd'hui en opportunités de demain.
Description du poste
Rejoindre la Business Unit AI (Artificial Intelligence), c'est intégrer une équipe de près de 200 consultant·e·s passionné·e·s qui accompagnent les grandes organisations dans la transformation de leurs modèles par la donnée et l'intelligence artificielle .
Nous intervenons de bout en bout , de la détection de cas d'usage IA à fort impact métier à la conception de plateformes technologiques de pointe, jusqu'à la définition de modèles de gouvernance responsables et scalables.
Notre force : une approche qui combine excellence technologique , compréhension fine des enjeux métiers et maîtrise des exigences réglementaires .
Nous opérons auprès de clients grands comptes, en France et à l'international, en synergie avec les autres expertises du cabinet pour maximiser l'impact de nos ",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1446472,France Travail,,48.8295,2.3781
1428541,Alternance - Data Scientist H/F,Non précisé,92 - Boulogne-Billancourt,92100.0,CDD,Non précisé,Débutant accepté,,"
              Au sein de l’équipe Machine Learning & IA, rattaché(e) au Chief Data et Ad Tech Officer, vous aurez pour missions de travailler sur des sujets data sciences variées. De la collecte des données à la modélisation en passant par les différentes étapes d’un projet data science. Vous apporterez vos connaissances dans l’exploitation de données provenant de sources variées et hétérogènes (historiques utilisateurs, bases CRM, metadata, …). Également, vous aurez pour mission de concevoir et opérationnaliser et d’optimiser des modèles de Machine Learning et Deep Learning (Systèmes de Recommandations, Computer Vision, Time Séries …) dans un stack technologique très riche et de pointe (Databricks, Azure, SnowFlake, Cassandra…).    Tout au long de l’année, vous serez amené(e) à :    Répondre aux demandes des équipes internes pour les aider à analyser leurs activités ; Identifier les enjeux, les besoins et les indicateurs clés ; Traduire les besoins et identifier les données internes et externes nécessaires à l'analyse ; Structurer et rassembler les données ; Mettre en place une méthodologie d'analyse et préparer les données (nettoyage, agrégation...) ; Construire des modèles de machine learning pour répondre aux enjeux métiers ; Contrôler et piloter la dérive des modèles ; Tester et contrôler la qualité et la cohérence des résultats avec les équipes internes concernées ; Démontrer régulièrement les progrès réalisés auprès de l’équipe Data Science et des autres équipes Data.      
            ",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428541,France Travail,"azure, databricks, snowflake, machine learning, deep learning, modélisation",48.8295,2.3781
1428290,Annonce Générique - Apprentissage – Data Scientist (F/H),Non précisé,78 - Versailles,78000.0,CDD,Non précisé,0 An(s),,"
            Au sein de Dassault Systèmes, nos équipes R&D proposent des sujets d’apprentissage au sein de leurs équipes. Chaque équipe peut être dédiée à un produit (CATIA, SIMULIA, ENOVIA, etc.) ou un laboratoire de Recherche.

 

Vos missions

 

Durant votre apprentissage, voici le type de sujets sur lesquels vous travaillerez :

 


	Ingénieur Machine Learning - Optimisation d’un parc de serveurs (F/H)
	Data Scientist - Méthodes probabilistes non supervisées pour l’extraction de bases de connaissances à partir de langage naturel (F/H)
	Ingénieur Machine Learning – Interfaçage d’une IA dans la plateforme 3DEXPERIENCE (F/H)
	Ingénieur développement - Co-pilote de contrôle d'accès basé sur l'IA (F/H)
	Data Scientist – Predictive Cloud Supervision (F/H)


 

Tâches quotidiennes


	Etat de l’art de la littérature spécialisée,
	Proposition et élaboration d’un cahier des charges (spécifications),
	Implémentation de l’application développée,
	Validation, optimisation du prototype.
	Présentation des travaux en réunion R&D.


 

Chaque mission, effectuée en mode projet, est encadrée par un maitre d’apprentissage expérimenté sur le sujet ; en collaboration avec des ingénieurs des différentes équipes Recherche & Développement de Dassault Systèmes, spécialisées pour chaque problématique.

 

Qualifications

 

Vous préparez un diplôme de niveau BAC+5, Ecole d’ingénieur ou Master Universitaire.

Vous vous spécialisez en Data Science / Machine Learning

 

Compétences souhaitées pour ces missions :


	Connaissances solides en algorithmique et structures de données
	Programmation en Python
	Bonne connaissance des algorithmes de classification et des modèles à réseaux de neurones
	Bagage solide en Machine Learning / Deep Learning


 

Nos apprentissages se déroulent sur différents sites en France, notamment Vélizy Villacoublay, et Paris.

 

N’hésitez pas à vous connecter directement sur notre site carrières pour retrouver l’intégralité de nos sujets d’apprentissage : https://c",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428290,France Travail,"python, r, machine learning, deep learning",48.8283,2.3792
