id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
206CXZT,Scientifique Des Données (H/F),SCHAEFFLER FRANCE,31 - TOULOUSE,31000,CDI,Non précisé,4 An(s),"Analyser, exploiter, structurer des données, Collaborer dans un groupe pour réaliser un projet, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Rendre compte de son activité, Utiliser l'anglais en contexte professionnel","Missions principales :
Rejoignez notre équipe mondiale de développement d'IA à Toulouse, dédiée à l'amélioration du Schaeffler Production System. Collaborez étroitement avec nous pour relever les défis de la production manufacturière grâce à une approche basée sur les données, en fournissant des solutions plus efficaces et intelligentes pour nos partenaires et clients, incluant la modélisation prédictive par IA.

- Relevez des défis réels de production :
- Travaillez en partenariat avec des data",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CXZT,France Travail
205TVVR,Lead 3D Engineering Manager - Projets Industriels (H/F),DANEM PEOPLE FRANCE,69 - Lyon 3e Arrondissement,69003,CDI,Annuel de 60000.0 Euros à 70001.0 Euros sur 12.0 mois,1 An(s),"Analyser, exploiter, structurer des données","Votre rôle

Rattaché(e) au Responsable Bureau d'Études, vous êtes garant(e) de la performance, de la qualité et de la cohérence des études maquette 3D sur l'ensemble du périmètre projet.

Véritable chef d'orchestre, vous pilotez l'activité 3D et accompagnez les équipes vers l'excellence opérationnelle.

 Vos responsabilités

 * Manager et coordonner les équipes 3D en France et à l'international
 * Superviser le contrôle technique des livrables réalisés par les chefs de groupe
 * Garantir l'appli",2026-03-22,https://candidat.francetravail.fr/offres/recherche/detail/205TVVR,France Travail
205TSYW,Alternance - Assistant Analyste De Données H/F (H/F),CEDEO - CLIM+ - CDL ELEC - DISPART - ENV,92 - COURBEVOIE,92400,CDD,Mensuel de 795.0 Euros à 1989.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","Pourquoi a-t-on besoin de vous?
Au sein de la direction Marketing Achats, rattaché(e) au service Performance Datas, vous contribuerez à garantir la qualité des données de nos différents référentiels.

Vous travaillerez en étroite collaboration avec les équipes Marchés (notamment les Chargé(e)s de Données Produits et Marketing).

Missions principales :

Garantir la complétude et la qualité des données sur nos canaux de communication (catalogue, sites web)
Mesurer la progression de la qualité de l",2026-03-21,https://candidat.francetravail.fr/offres/recherche/detail/205TSYW,France Travail
205RJSS,Analyste De Données (H/F),V RAISE,94 - THIAIS,94320,CDI,Mensuel de 2700.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","Nous recherchons un(e) Analyste de données (Data Analyst) talentueux(se) pour rejoindre notre équipe. Le/la candidat(e) idéal(e) sera responsable de la collecte, du traitement et de l'analyse des données afin de soutenir la prise de décision et améliorer les performances de l'entreprise.
Vous travaillerez en étroite collaboration avec différents départements pour comprendre leurs besoins en données, créer des tableaux de bord pertinents et fournir des recommandations exploitables.

Responsabilit",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/205RJSS,France Travail
205MVLW,Chargé(E) De Qualité Des Données H/F,ADEQUAT INTERIM ET RECRUTEMENT,60 - Meux,60880,Mission intérimaire,Annuel de 21900.0 Euros à 27000.0 Euros sur 12.0 mois,1 An(s),,"Notre agence Adéquat Compiègne recrute un Chargé(e) de qualité des données F/H pour une mission située à Le Meux pour son client spécialisé en logistique.

Vos futures missions :

- Contrôler les données reçues des clients,

- Effectuer la maintenance des données statiques du système d'information, notamment :Tiers (adresses, sites, concessions, etc..); marques, modèles et versions; types et couleurs

- Réaliser des imports massifs de commandes clients

Le Profil Adéquat :
- Formation technique ",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MVLW,France Travail
205KYZZ,Analyste Qa (H/F),ACRELEC,77 - SAINT-THIBAULT-DES-VIGNES,77400,CDI,Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","En 2004, Acrelec a révolutionné le secteur de la restauration en étant le pionnier de la borne digitale de commandes. Depuis, nous concevons et fabriquons notamment en France, des solutions logicielles et matérielles profondément intégrées, et nous accompagnons nos clients dans l'amélioration de l'expérience en magasin, ainsi que l'automatisation et la simplification des opérations du point de ventes.

 + 1100 collaborateurs engagés

 Présence dans 22 pays

 Une culture fondée sur la passion du ",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205KYZZ,France Travail
205JJSF,Consultant Ged Junior - Analyste Qa Flowerdocs (H/F),ARONDOR,75 - PARIS 08,75008,CDI,Annuel de 33000.0 Euros à 37000.0 Euros sur 12.0 mois,12 Mois,"Analyser, exploiter, structurer des données, Collaborer dans un groupe pour réaliser un projet, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Déployer, intégrer un logiciel, un système d'informations, une application, Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs, Rédiger des documents d'ingénierie (rédaction des spécifications fonctionnelles et livrables techniques des solutions), Rendre compte de son activité, Utiliser l'anglais en contexte professionnel","Vous souhaitez allier rigueur méthodologique et expertise technique sur une solution leader de la GED ? Rejoignez notre Centre d'Expertise Assurance Qualité.
En tant que Consultant GED Junior orienté QA, vous ne vous contentez pas de ""tester"" : vous devenez le référent technique garant de la robustesse de la plateforme FlowerDocs. Votre mission est vitale pour assurer la fluidité des processus métiers et la sécurité des données de nos utilisateurs.

Vos Missions : Entre Expertise FlowerDocs et V",2026-03-12,https://candidat.francetravail.fr/offres/recherche/detail/205JJSF,France Travail
205DGQK,Spécialiste Capacité Commerciale (H/F),3.EUROTUNNEL SERVICES GIE,62 - COQUELLES,62231,CDI,Mensuel de 40000.0 Euros à 45000.0 Euros sur 13.0 mois,36 Mois,"Business Intelligence (BI) - Informatique décisionnelle, Analyser, exploiter, structurer des données, Apporter une assistance technique aux équipes, Définir les solutions de stockage et de structuration des données, Développer une application en lien avec une base de données, Modéliser une base de données, Proposer des pistes d'amélioration des solutions, Utiliser l'anglais en contexte professionnel","Les principales missions :
- Définir le budget capacitaire (nombre de départs), ses révisions (rolling forecast) ainsi que les plans moyen et long terme à partir des - - prévisions de trafic et des contraintes opérationnelles.
- Optimiser et ajuster régulièrement les plans de capacité Fret et Passagers en fonction de l'évolution de la demande commerciale et des contraintes (travaux, disponibilité du matériel roulant, événements particuliers).
- Analyser l'impact commercial des demandes de travau",2026-03-09,https://candidat.francetravail.fr/offres/recherche/detail/205DGQK,France Travail
1182550,Technical Data Wiring Engineer (F/H),Non précisé,31 - Toulouse,31000,CDI,Non précisé,Expérience exigée,,"<b><b>Job Description:</b></b> <br><br> <b>Airbus Commercial Aircraft</b> recherche un <b>Technical Data Wiring Engineer (f/h)</b> pour rejoindre notre département Technical Data basé à <b>Toulouse, France.</b> <br><br>Vous ferez partie d'une équipe qui développe, livre et supporte la documentation de maintenance aéronautique. Au sein de l'équipe Schematics & Wiring, vous serez impliqué(e) dans la gestion des données techniques électriques (AWM, ASM, AWL) visant à garantir la navigabilité et la ",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1182550,France Travail
1181080,Data Engineer / Expert(E) Ia (H/F),Non précisé,95 - Bezons,95870,CDI,Non précisé,5 An(s),,"
            Rejoignez Atos et sa practice RailWays, au cœur des programmes ferroviaires critiques, pour concevoir et déployer des solutions d’intelligence artificielle sûres et innovantes dans les logiciels de contrôle-commande et de signalisation, au sein d’environnements fortement normés et industriels. Votre rôleAu sein des programmes ferroviaires de Atos, vous intervenez en tant qu’Expert(e) IA pour concevoir, intégrer et déployer une IA maîtrisée au cœur des logiciels de contrôle-commande ",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1181080,France Travail
1181039,Alternance - Data Engineer - Services Publics - Nantes (H/F),Non précisé,44 - Nantes,44000,CDD,Non précisé,0 An(s),,"
            Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1181039,France Travail
1180966,Alternance – Data Engineer – Services Financiers – Data Factory -Nantes (H/F),Non précisé,44 - Nantes,44000,CDD,Non précisé,0 An(s),,"
            Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 50000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1180966,France Travail
1180959,Big Data Engineer / Développeur Big Data H/F,Non précisé,14 - Caen,14000,CDI,Non précisé,2 An(s),,"
             Ce que vous allez faire si vous nous rejoignez :Sous la responsabilité du Responsable Data / Engineering, vos missions incluront :  Concevoir des architectures de traitement batch et streaming adaptées aux besoins métiers   Développer des jobs Spark, Hadoop ou Kafka pour l’ingestion, la transformation et l’exposition des données   Optimiser la performance, la robustesse et la résilience des traitements   Intégrer vos développements dans la chaîne CI/CD   Participer aux cérémonies A",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1180959,France Travail
1180603,Data Engineer - Data Factory - Services Financiers - Nantes (H/F),Non précisé,44 - Nantes,44000,CDI,Non précisé,0 An(s),,"
            Description de l'entrepriseDescription de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1180603,France Travail
1180367,Data Engineer F/H,Non précisé,95 - Bezons,95870,CDI,Non précisé,5 An(s),,"
              Vos missions à nos côtés :• Concevoir, développer et maintenir des pipelines de données fiables et performants (ETL/ELT)• Mettre en place des architectures data modernes (Data Lake, Data Warehouse, Lakehouse) adaptées aux besoins métiers• Assurer la qualité, la disponibilité et la gouvernance des données tout au long de leur cycle de vie• Collaborer étroitement avec les équipes Data et métiers pour transformer les besoins en solutions concrètes et exploitables   
            ",2026-04-05,https://candidat.francetravail.fr/offres/recherche/detail/1180367,France Travail
